frame_id,timestamp_mmwave,x,y,z,velocity,range,azimuth,elevation,snr,noise,timestamp_dist,box1_distance,box2_distance,box3_distance,box4_distance,box5_distance,box1_active,box2_active,box3_active,box4_active,box5_active,timestamp,loop_id
241,2025-05-15 12:31:56.949766,-0.0448511987924575,0.4940012991428375,0.0,-0.3621773719787597,0.4960331779104416,-5.1877557896812485,0.0,288,433,2025-05-15 12:31:56.875239,163.0,198.0,182.0,197.0,192.0,0,0,0,0,0,2025-05-15 12:31:56.949766,7
242,2025-05-15 12:31:57.049257,-0.1265033930540084,0.4002025723457336,0.0,0.1207257881760597,0.419720391887646,-17.5416621199849,0.0,199,742,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1380037069320678,0.4365845918655395,0.0,0.1207257881760597,0.4578767617835522,-17.54166399268547,0.0,542,430,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.149504005908966,0.4729666411876678,0.0,0.1207257881760597,0.4960331556047159,-17.541662898576494,0.0,499,442,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1391537338495254,0.3959816098213196,0.0,0.2414515763521194,0.4197203794920475,-19.362221721415604,0.0,185,735,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1518040746450424,0.4319799244403839,0.0,0.2414515763521194,0.4578767652964686,-19.362222443340556,0.0,529,427,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1644544005393982,0.4679782688617706,0.0,0.2414515763521194,0.4960331742773183,-19.362220289053944,0.0,498,434,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1518040746450424,0.4319799244403839,0.0,0.3621773719787597,0.4578767652964686,-19.362222443340556,0.0,453,401,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1644544005393982,0.4679782688617706,0.0,0.3621773719787597,0.4960331742773183,-19.362220289053944,0.0,426,405,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
242,2025-05-15 12:31:57.049257,-0.1656044274568557,0.426879733800888,0.0,-0.1207257881760597,0.4578767667432254,-21.20334723509489,0.0,387,406,2025-05-15 12:31:56.970903,163.0,194.0,181.0,198.0,193.0,0,0,0,0,0,2025-05-15 12:31:57.049257,7
