frame_id,timestamp_mmwave,x,y,z,velocity,range,azimuth,elevation,snr,noise,timestamp_dist,box1_distance,box2_distance,box3_distance,box4_distance,box5_distance,box1_active,box2_active,box3_active,box4_active,box5_active,timestamp,loop_id
0,2025-05-15 12:25:01.594150,0.2093055993318557,0.4497110843658447,0.0,-0.2414515763521194,0.4960331574735415,24.95832218580271,0.0,176,426,2025-05-15 12:24:57.522597,159.0,209.0,177.0,180.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.594150,0
0,2025-05-15 12:25:01.594150,0.2093055993318557,0.4497110843658447,0.0,-0.1207257881760597,0.4960331574735415,24.95832218580271,0.0,208,422,2025-05-15 12:24:57.522597,159.0,209.0,177.0,180.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.594150,0
1,2025-05-15 12:25:01.694440,0.0414011068642139,0.4560011923313141,0.0,0.1207257881760597,0.4578767727862619,5.187755903208119,0.0,280,405,2025-05-15 12:25:01.625488,157.0,203.0,172.0,184.0,213.0,0,0,0,0,0,2025-05-15 12:25:01.694440,0
1,2025-05-15 12:25:01.694440,0.1943552047014236,0.4563715159893036,0.0,-0.603628933429718,0.4960331704643425,23.06772833864065,0.0,279,431,2025-05-15 12:25:01.625488,157.0,203.0,172.0,184.0,213.0,0,0,0,0,0,2025-05-15 12:25:01.694440,0
1,2025-05-15 12:25:01.694440,0.1943552047014236,0.4563715159893036,0.0,-0.4829031527042389,0.4960331704643425,23.06772833864065,0.0,341,423,2025-05-15 12:25:01.625488,157.0,203.0,172.0,184.0,213.0,0,0,0,0,0,2025-05-15 12:25:01.694440,0
1,2025-05-15 12:25:01.694440,0.1943552047014236,0.4563715159893036,0.0,-0.3621773719787597,0.4960331704643425,23.06772833864065,0.0,295,431,2025-05-15 12:25:01.625488,157.0,203.0,172.0,184.0,213.0,0,0,0,0,0,2025-05-15 12:25:01.694440,0
2,2025-05-15 12:25:01.796031,0.193205177783966,0.4151179194450378,0.0,-0.4829031527042389,0.4578767604573427,24.958323468207112,0.0,398,423,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.2093055993318557,0.4497110843658447,0.0,-0.4829031527042389,0.4960331574735415,24.95832218580271,0.0,418,427,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.193205177783966,0.4151179194450378,0.0,-0.3621773719787597,0.4578767604573427,24.958323468207112,0.0,475,422,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.2093055993318557,0.4497110843658447,0.0,-0.3621773719787597,0.4960331574735415,24.95832218580271,0.0,505,426,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.193205177783966,0.4151179194450378,0.0,-0.2414515763521194,0.4578767604573427,24.958323468207112,0.0,442,432,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.2093055993318557,0.4497110843658447,0.0,-0.2414515763521194,0.4960331574735415,24.95832218580271,0.0,478,441,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.1794047951698303,0.4212660193443298,0.0,-0.1207257881760597,0.4578767733617267,23.06772705812111,0.0,277,441,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
2,2025-05-15 12:25:01.796031,0.1943552047014236,0.4563715159893036,0.0,-0.1207257881760597,0.4960331704643425,23.06772833864065,0.0,344,450,2025-05-15 12:25:01.721014,157.0,206.0,180.0,184.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.796031,0
3,2025-05-15 12:25:01.896080,0.193205177783966,0.4151179194450378,0.0,0.1207257881760597,0.4578767604573427,24.958323468207112,0.0,455,409,2025-05-15 12:25:01.816494,163.0,210.0,177.0,185.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.896080,0
3,2025-05-15 12:25:01.896080,0.2093055993318557,0.4497110843658447,0.0,0.1207257881760597,0.4960331574735415,24.95832218580271,0.0,516,409,2025-05-15 12:25:01.816494,163.0,210.0,177.0,185.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.896080,0
3,2025-05-15 12:25:01.896080,0.193205177783966,0.4151179194450378,0.0,0.2414515763521194,0.4578767604573427,24.958323468207112,0.0,407,421,2025-05-15 12:25:01.816494,163.0,210.0,177.0,185.0,214.0,0,0,0,0,0,2025-05-15 12:25:01.896080,0
