frame_id,timestamp_mmwave,x,y,z,velocity,range,azimuth,elevation,snr,noise,timestamp_dist,box1_distance,box2_distance,box3_distance,box4_distance,box5_distance,box1_active,box2_active,box3_active,box4_active,box5_active,timestamp,loop_id
0,2025-05-15 12:08:44.388567,0.1943552047014236,0.4563715159893036,0.0,-0.4829031527042389,0.4960331704643425,23.06772833864065,0.0,294,426,2025-05-15 12:08:39.815702,166.0,196.0,179.0,186.0,206.0,0,0,0,0,0,2025-05-15 12:08:44.388567,0
0,2025-05-15 12:08:44.388567,0.1943552047014236,0.4563715159893036,0.0,-0.3621773719787597,0.4960331704643425,23.06772833864065,0.0,266,437,2025-05-15 12:08:39.815702,166.0,196.0,179.0,186.0,206.0,0,0,0,0,0,2025-05-15 12:08:44.388567,0
1,2025-05-15 12:08:44.490290,0.193205177783966,0.4151179194450378,0.0,-0.7243547439575195,0.4578767604573427,24.958323468207112,0.0,225,435,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
1,2025-05-15 12:08:44.490290,0.2093055993318557,0.4497110843658447,0.0,-0.7243547439575195,0.4960331574735415,24.95832218580271,0.0,337,435,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
1,2025-05-15 12:08:44.490290,0.2070055454969406,0.4084113538265228,0.0,-0.603628933429718,0.4578767626784517,26.878422230595355,0.0,243,428,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
1,2025-05-15 12:08:44.490290,0.2093055993318557,0.4497110843658447,0.0,-0.603628933429718,0.4960331574735415,24.95832218580271,0.0,386,428,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
1,2025-05-15 12:08:44.490290,0.1794047951698303,0.4212660193443298,0.0,-0.4829031527042389,0.4578767733617267,23.06772705812111,0.0,302,409,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
1,2025-05-15 12:08:44.490290,0.2093055993318557,0.4497110843658447,0.0,-0.4829031527042389,0.4960331574735415,24.95832218580271,0.0,355,413,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
1,2025-05-15 12:08:44.490290,0.1794047951698303,0.4624530375003814,0.0,-0.3621773719787597,0.4960331565765115,21.20334741263287,0.0,310,420,2025-05-15 12:08:44.397260,167.0,191.0,184.0,188.0,208.0,0,0,0,0,0,2025-05-15 12:08:44.490290,0
2,2025-05-15 12:08:44.590054,0.1794047951698303,0.4212660193443298,0.0,0.1207257881760597,0.4578767733617267,23.06772705812111,0.0,389,401,2025-05-15 12:08:44.492607,166.0,197.0,173.0,189.0,205.0,0,0,0,0,0,2025-05-15 12:08:44.590054,0
